palabra;valencia
deteriorandose;0,104
deterioro;0,13
determinable;0,625
determinado;0,63
determinación;0,776
determinar;0,612
determinado;0,76
disuasorio;0,292
detestar;0,083
detestación;0,177
detonar;0,375
detonación;0,167
detonador;0,207
desvío;0,398
detraer;0,344
detrimento;0,281
perjudicial;0,203
detrito;0,276
dos;0,479
marco alemán;0,439
devaluado;0,321
devastar;0,021
devastado;0,12
devastador;0,104
devastación;0,09
desarrollar;0,771
desarrollador;0,844
desarrollando;0,833
desarrollo;0,827
desviado;0,094
desviarse;0,173
desviación;0,105
dispositivo;0,562
demonio;0,161
muy condimentado;0,347
diabólico;0,073
tortuoso;0,25
idear;0,551
vacío;0,219
devolución;0,345
delegar;0,367
dedicar;0,802
dedicado;0,867
devoto;0,816
devoción;0,802
piadoso;0,74
devorar;0,344
devoto;0,62
Rocío;0,604
diestro;0,458
destreza;0,771
dextrosa;0,333
diabetes;0,051
diabético;0,125
diabólico;0,102
diagnosticar;0,378
diagnóstico;0,571
diagonal;0,5
diagrama;0,562
marcar;0,62
dialecto;0,635
dialéctico;0,51
diálogo;0,599
diálisis;0,194
diámetro;0,427
diamante;0,91
diamantes;0,927
pañal;0,409
diafragma;0,459
Diarrea;0,092
diario;0,698
diatriba;0,354
Dib;0,479
parné;0,51
dado;0,458
arriesgado;0,29
dicotómico;0,365
dicotomía;0,323
polla;0,208
gilipollas;0,115
pollas;0,31
dictar;0,48
dictado;0,255
dictador;0,073
dictatorial;0,204
dictadura;0,082
dicción;0,439
diccionario;0,62
dictamen;0,385
didáctico;0,645
estafar;0,429
morir;0,031
murió;0,021
diesel;0,49
dieta;0,429
dietético;0,551
diferir de;0,23
diferencia;0,474
diferencias;0,365
diferente;0,612
diferencial;0,52
diferenciación;0,367
diferentemente;0,48
diferente;0,418
difícil;0,235
dificultades;0,082
dificultad;0,079
difuso;0,43
difusión;0,356
excavar;0,367
digerir;0,72
digestión;0,531
digestivo;0,542
dígito;0,447
digital;0,74
digno;0,766
dignificar;0,854
dignidad;0,844
divagar;0,271
alojamiento;0,448
dique;0,36
arruinado;0,229
dilatación;0,385
consolador;0,536
dilema;0,153
diligencia;0,688
diligente;0,76
eneldo;0,427
diluente;0,417
diluido;0,275
dilución;0,445
oscuro;0,398
diez centavos;0,653
dimensión;0,592
dimensional;0,561
disminuir;0,24
disminuido;0,156
disminución;0,316
diminutivo;0,323
imbécil;0,255
estruendo;0,44
cenar;0,821
cena;0,643
bote;0,51
dingo;0,608
sucio;0,156
comida;0,724
mono;0,357
cena;0,823
hora de la cena;0,796
dinosaurio;0,448
fuerza de;0,378
diocesano;0,52
diócesis;0,51
diorama;0,592
dióxido;0,354
aderezo;0,516
diploma;0,75
diplomacia;0,74
diplomático;0,563
cazo;0,548
tonto;0,43
varilla graduada;0,365
terrible;0,214
directo;0,793
dirigido;0,542
dirección;0,719
directiva;0,604
directamente;0,747
director;0,688
directorio;0,439
suciedad;0,112
sucio;0,153
discapacidad;0,073
deshabilitar;0,115
desactivado;0,308
desventaja;0,15
desafecto;0,176
discrepar;0,133
desagradable;0,042
en desacuerdo;0,255
desacuerdo;0,104
rechazar;0,156
no permitido;0,135
decepción;0,104
desaparecer;0,143
desaparición;0,214
desapareciendo;0,167
decepcionar;0,15
decepcionado;0,071
decepcionante;0,073
decepción;0,115
desaprobación;0,085
desaprobar;0,16
desaprobado;0,104
desaprobando;0,245
desarmar;0,292
desorden;0,198
desastre;0,082
desastroso;0,071
disolver;0,302
incredulidad;0,188
no creer;0,188
desembolsar;0,418
desembolso;0,24
desct;0,622
desechar;0,24
descartado;0,229
descartes;0,24
discernir;0,459
discernible;0,427
perspicaz;0,542
discernimiento;0,408
descarga;0,427
discípulo;0,765
disciplinario;0,562
disciplina;0,615
disciplinado;0,728
negar;0,235
Descargo de responsabilidad;0,367
revelar;0,49
revelado;0,271
divulgación;0,5
disco;0,71
descoloramiento;0,224
descolorado;0,204
malestar;0,153
desconcertado;0,1
desconcertante;0,106
desconectar;0,438
desconectado;0,292
desconexión;0,167
se desconecta;0,256
descontento;0,24
discontinuación;0,123
discontinuar;0,354
discontinuidad;0,303
discontinuo;0,233
discordia;0,115
descuento;0,724
con descuento;0,677
desalentar;0,184
desanimado;0,22
desánimo;0,112
desalentador;0,167
discurso;0,41
descubrir;0,771
descubrimiento;0,823
descrédito;0,075
desacreditado;0,112
discreto;0,552
discrepancia;0,26
discreto;0,585
discreción;0,552
discrecional;0,52
discriminar;0,125
discriminante;0,16
discriminación;0,051
disco;0,542
conversar;0,396
discusión;0,333
desdén;0,153
desdeñoso;0,097
enfermedad;0,041
enfermo;0,123
incorpóreo;0,167
desacoplar;0,406
retirada;0,327
desfigurado;0,153
desgracia;0,061
deshonrado;0,071
vergonzoso;0,082
descontento;0,104
ocultar;0,573
disfrazado;0,5
asco;0,052
disgustado;0,051
desagradable;0,031
plato;0,552
desanimado;0,153
descorazonador;0,01
deshonesto;0,191
deshonestidad;0,094
deshonra;0,104
deshonroso;0,112
lavavajillas;0,48
desilusión;0,051
aversión;0,125
tener pocas ganas de;0,458
desganado;0,385
desinfectar;0,448
desinfectante;0,531
desinfección;0,517
desinformación;0,23
FALSO;0,194
desintegrarse;0,143
desintegración;0,094
desinteresado;0,398
desarticular;0,351
inconexo;0,323
disyuntivo;0,286
disco;0,573
disquete;0,531
disgusto;0,156
disgustado;0,062
no me gusta;0,163
dislocado;0,125
dislocación;0,229
desalojar;0,214
desleal;0,062
deslealtad;0,187
triste;0,194
desmantelar;0,347
consternación;0,314
consternado;0,165
desmembramiento;0,104
despedir;0,167
despido;0,153
desdeñoso;0,188
desmontar;0,361
desobediencia;0,051
desobediente;0,276
desobedecer;0,143
trastorno;0,115
desordenado;0,21
desestructurado;0,052
desorientación;0,163
desorientado;0,227
renegar de;0,153
menospreciar;0,092
despectivo;0,102
dispar;0,438
disparidad;0,208
desapasionado;0,199
despacho;0,317
despachador;0,365
disipar;0,388
dispensario;0,406
dispensa;0,388
dispensar;0,561
dispensador;0,583
dispersión;0,388
dispersar;0,375
disperso;0,344
dispersión;0,27
desalentado;0,204
desplazar;0,424
desplazado;0,281
desplazamiento;0,276
monitor;0,677
desagradar;0,021
disgustado;0,135
disgusto;0,115
desechable;0,271
desecho;0,135
disponer;0,548
dispuesto;0,688
disposición;0,663
desposeído;0,354
refutar;0,375
disputar;0,219
descalificación;0,066
descalificado;0,129
descalificar;0,208
inquieto;0,229
indiferencia;0,177
ignorado;0,26
ver a;0,375
de mala fama;0,104
mala fama;0,208
falta de respeto;0,062
irrespetuoso;0,031
interrumpir;0,265
interrumpiendo;0,186
ruptura;0,235
disruptivo;0,255
insatisfacción;0,115
insatisfecho;0,042
disecar;0,367
disección;0,276
diseminar;0,562
diseminación;0,476
disensión;0,25
disentimiento;0,3
disidente;0,208
disertación;0,312
deservicio;0,25
disidente;0,35
disímil;0,276
disipar;0,385
disipado;0,281
disociación;0,135
disociativo;0,281
disolución;0,204
disolver;0,271
disonancia;0,173
disuadir;0,482
distal;0,41
distancia;0,233
distante;0,229
disgusto;0,184
desagradable;0,264
destilar;0,5
destilación;0,396
destilado;0,427
distinto;0,542
distinción;0,584
distintivo;0,885
distinguir;0,675
distinguible;0,635
distinguido;0,823
distintivo;0,622
distorsionar;0,1
distorsionado;0,25
distorsión;0,299
distraer;0,241
distraído;0,194
distrayendo;0,445
distracción;0,402
loco;0,115
angustia;0,073
afligido;0,143
angustioso;0,075
distribuir;0,643
distribución;0,635
distribuidor;0,702
distrito;0,438
desconfianza;0,06
alterar;0,175
disturbio;0,146
perturbado;0,125
perturbador;0,146
desuso;0,229
en desuso;0,25
abandone;0,357
ídem;0,449
cancioneta;0,47
diurno;0,714
diva;0,66
diván;0,75
bucear;0,583
buzo;0,594
divergir;0,375
divergencia;0,429
divergente;0,449
diversos;0,583
diverso;0,562
diversificado;0,602
diversificar;0,656
desviación;0,74
distracción;0,551
diversidad;0,806
desviar;0,344
divertido;0,396
despojar;0,365
desinvertido;0,333
despojo;0,302
dividir;0,333
dividido;0,271
dividendo;0,583
Adivinación;0,5
divino;0,918
divinidad;0,896
divisible;0,323
división;0,37
divisor;0,344
divorcio;0,042
divorciada;0,153
divulgar;0,531
pago;0,351
mareo;0,229
mareado;0,199
hacer;0,67
realizable;0,76
doc;0,458
dócil;0,604
muelle;0,49
atracado;0,281
legajo;0,505
unión cósmica;0,354
médico;0,7
doctorado;0,776
doctrinal;0,51
doctrina;0,5
documento;0,594
documental;0,622
documentación;0,719
documentos;0,53
esquivar;0,333
gandul;0,427
regate;0,396
astuto;0,281
vejestorio;0,438
gama;0,55
hacedor;0,724
perro;0,704
cara de perro;0,219
obstinado;0,255
perrito;0,646
Casa de perro;0,438
dogma;0,53
dogmático;0,448
perro enfermo;0,571
hechos;0,604
hazlo;0,5
dojo;0,5
zona de las calmas ecuatoriales;0,229
limosna;0,448
muñeca;0,729
dólar;0,755
casa de muñecas;0,643
dolor;0,167
delfín;0,776
dominio;0,573
Hazme;0,62
Doméstico;0,729
domesticado;0,635
domesticación;0,594
domicilio;0,604
domiciliado;0,542
dominio;0,542
dominante;0,406
dominar;0,439
dominante;0,427
dominación;0,505
dominatriz;0,39
dominio;0,542
dominó;0,594
don;0,646
donar;0,774
donación;0,792
Burro;0,406
donante;0,714
no me gustas;0,055
no te metas;0,396
no te metas conmigo;0,312
no entrar en pánico;0,469
no entiendo;0,219
garabatear;0,604
condenar;0,073
condenado;0,041
Día del Juicio Final;0,125
puerta;0,549
timbre de la puerta;0,564
Perilla de la puerta;0,406
portero;0,57
felpudo;0,458
muerto;0,459
peldaño;0,531
puerta;0,573
dopamina;0,548
marihuana;0,295
atontado;0,32
idiota;0,272
tonto;0,302
residencia universitaria;0,719
latente;0,385
dormitorio;0,633
dorsal;0,449
Dosis;0,344
dosier;0,357
punto;0,434
chocho;0,888
punteado;0,48
doble;0,677
duplicado;0,427
doblete;0,42
duplicación;0,459
duda;0,395
dudoso;0,25
inseguro;0,224
indudable;0,688
dudas;0,306
ducha;0,49
idiotas;0,327
masa;0,588
chico de masa;0,365
rosquilla;0,663
austero;0,36
apagar;0,365
paloma;0,729
abajo;0,208
alicaído;0,071
deprimente;0,12
caída;0,2
campo abajo;0,521
desanimado;0,119
cuesta abajo;0,292
descargar;0,602
aguacero;0,328
completamente;0,625
río abajo;0,542
Abajo;0,19
falta del tiempo;0,24
hacia abajo;0,188
velloso;0,63
dote;0,604
dormitar;0,592
docena;0,583
monótono;0,327
reclutar;0,438
abierto a corrientes de aire;0,458
arrastrar;0,388
continuar;0,541
libélula;0,571
fuga;0,277
drenaje;0,219
agotado;0,31
drenaje;0,337
Tubo de desagüe;0,417
pato;0,467
drama;0,43
reina del drama;0,337
dramático;0,367
cubrir;0,417
pañería;0,479
drástico;0,194
mierda;0,302
Barril;0,465
dibujar;0,704
retirarse;0,302
puente levadizo;0,551
cajón;0,429
cajones;0,539
dibujo;0,698
miedo;0,153
temido;0,122
terrible;0,092
horrorosamente;0,246
temiendo;0,125
sueño;0,844
barco de ensueño;0,776
soñador;0,82
soñando;0,854
país de los sueños;0,844
Sueños;0,865
soñado;0,812
soñador;0,837
triste;0,26
dragar;0,427
empapado;0,302
vestir;0,76
vestidor;0,604
modista;0,698
elegante;0,8
regatear;0,417
seco;0,427
secadora;0,306
deriva;0,316
desviado;0,312
vagabundo;0,449
madera a la deriva;0,321
taladro;0,25
beber;0,65
bebedor;0,365
Bebiendo;0,562
bebidas;0,729
goteo;0,392
conducir;0,625
mentiras;0,398
conductor;0,553
entrada de coches;0,612
llovizna;0,521
gracioso;0,459
zumbido;0,429
drones;0,398
babear;0,385
caído;0,245
soltar;0,479
gotita;0,625
Abandonar;0,253
cuentagotas;0,333
sequía;0,133
condujo;0,541
ahogar;0,071
somnolencia;0,26
soñoliento;0,375
trabajo penoso;0,094
droga;0,214
el tráfico de drogas;0,042
drogado;0,102
farmacéutico;0,24
drogas;0,167
farmacia;0,49
druida;0,517
tambor;0,615
batería;0,646
tamborileando;0,594
ebrio;0,194
conducir ebrio;0,073
borracho;0,24
embriaguez;0,214
seco;0,363
secadora;0,479
sequedad;0,292
doble;0,573
dualismo;0,49
dualidad;0,438
doblar;0,51
dudoso;0,414
duquesa;0,656
pato;0,594
agachado;0,344
anadón;0,602
cariño;0,52
conducto;0,449
dúctil;0,508
FALSO;0,167
tipo;0,809
prendas de vestir;0,347
adeudado;0,562
duelo;0,271
deudas;0,367
dueto;0,694
muletón;0,5
refugio subterráneo;0,49
duh;0,357
duque;0,667
tedioso;0,194
zoquete;0,45
mudo;0,188
tontos;0,316
pesa;0,302
idiota;0,281
estupefacto;0,271
ficticio;0,44
vertedero;0,345
bola de masa hervida;0,58
deshecho;0,302
basurero;0,229
pardo;0,458
burro;0,188
duna;0,459
estiércol;0,104
calabozo;0,276
remojar;0,406
dúo;0,51
engañar;0,184
dúplex;0,592
duplicar;0,521
duplicación;0,48
duplicidad;0,406
durabilidad;0,75
durable;0,74
duración;0,656
coacción;0,302
oscuridad;0,532
oscuro;0,229
polvo;0,344
plumero;0,408
recogedor;0,609
polvoriento;0,406
obediente;0,724
deber;0,583
enano;0,37
tonto;0,354
residir;0,698
habitante;0,615
vivienda;0,765
teñir;0,479
muriendo;0,04
dique;0,438
dinámica;0,724
dinámico;0,786
dinámica;0,745
dinamita;0,344
dinamo;0,531
dinastía;0,725
disentería;0,26
disfunción;0,156
disfuncional;0,125
dispepsia;0,212
ansioso;0,521
afán;0,406
águila;0,604
oído;0,469
regaño;0,533
conde;0,582
más temprano;0,562
temprano;0,633
ganar;0,865
serio;0,653
formalmente;0,847
seriedad;0,812
ganancias;0,938
auricular;0,583
arete;0,583
aretes;0,676
alcance del oído;0,552
tierra;0,75
loza de barro;0,552
terrícola;0,531
terrenal;0,625
terremoto;0,073
terroso;0,375
facilitar;0,796
caballete;0,694
comodidad;0,479
fácilmente;0,885
este;0,51
hacia el este;0,541
oriental;0,521
fácil;0,865
de trato fácil;0,823
comer;0,731
comensal;0,459
comiendo;0,847
trastornos de la alimentación;0,365
escuchar a escondidas;0,375
reflujo;0,354
ébano;0,49
exuberante;0,659
excéntrico;0,531
excentricidad;0,408
eclesiástico;0,673
escalón;0,49
equinácea;0,592
eco;0,573
ecléctico;0,646
eclipse;0,541
eclíptica;0,531
ecológico;0,885
económico;0,561
ciencias económicas;0,625
economía;0,583
ecosistema;0,729
éxtasis;0,796
extático;0,875
ecuménico;0,561
remolino;0,5
edema;0,25
borde;0,439
cenefa;0,479
tenso;0,281
comestible;0,75
edicto;0,316
edificación;0,625
edificio;0,551
editar;0,51
edición;0,604
editor;0,772
editorial;0,583
educar;0,76
educado;0,816
educación;0,896
educativo;0,745
educador;0,827
eeek;0,367
eek;0,292
Anguila;0,292
misterioso;0,265
efecto;0,57
eficaz;0,844
eficacia;0,64
efectos;0,47
eficaz;0,776
efectivamente;0,724
efectuar;0,51
afeminado;0,337
eficaz;0,823
eficacia;0,802
eficiencia;0,802
eficiente;0,959
efigie;0,51
esfuerzo;0,698
fácil;0,626
efusión;0,344
gracias;0,354
huevo;0,684
intelectual;0,316
Ponche de huevo;0,635
berenjena;0,592
cáscara de huevo;0,408
ego;0,328
ególatra;0,133
enorme;0,15
salida;0,49
ocho;0,54
Dieciocho;0,523
octavo;0,531
ochenta;0,5
eyacular;0,604
eyaculación;0,615
expulsar;0,434
expulsión;0,188
elaborar;0,561
elaboración;0,708
vivacidad;0,562
transcurrir;0,514
transcurrido;0,583
elástico;0,656
elasticidad;0,635
exaltado;0,792
elación;0,74
codo;0,448
vejez;0,471
mayor;0,448
ancianos;0,602
el mayor;0,625
electo;0,667
elección;0,625
electivo;0,612
elector;0,479
electoral;0,49
electorado;0,56
eléctrico;0,458
tobogán eléctrico;0,542
eléctrico;0,531
electricista;0,449
electricidad;0,698
electrizar;0,52
electrocutar;0,271
electrocución;0,177
electromagnético;0,531
electrón;0,52
electrónico;0,571
electrónica;0,708
elegancia;0,918
elegante;0,865
elemento;0,531
elemental;0,627
elementos;0,51
elefante;0,531
elevar;0,812
elevado;0,704
elevación;0,76
ascensor;0,562
once;0,449
undécimo;0,594
duende;0,46
obtener;0,406
elegible;0,75
eliminar;0,265
eliminación;0,052
élite;0,688
elitista;0,5
elixir;0,708
alce;0,439
ana;0,469
elipse;0,531
elipsis;0,653
elipsoide;0,5
elíptico;0,5
olmo;0,51
alargado;0,583
alargamiento;0,561
escaparse con un amante;0,396
elocuencia;0,729
elocuente;0,87
dilucidar;0,583
elucidación;0,65
eludir;0,438
elusivo;0,229
demacrado;0,103
Email;0,698
emanar;0,653
emancipación;0,704
terraplén;0,677
embargo;0,229
embarcar;0,541
avergonzar;0,082
avergonzado;0,184
embarazoso;0,226
vergüenza;0,143
embajada;0,622
en orden de batalla;0,235
empotrar;0,417
embellecer;0,842
embellecimiento;0,673
ascuas;0,49
malversación;0,143
desfalcador;0,146
emblema;0,64
emblemático;0,771
encarnación;0,562
embolia;0,104
en relieve;0,531
abrazar;0,949
bordado;0,677
embrollado;0,337
embrión;0,673
embrionario;0,573
maestro de ceremonias;0,694
Esmeralda;0,74
surgir;0,602
aparición;0,276
emergencia;0,2
emeritus;0,633
esmeril;0,469
emetofobia;0,243
emigrar;0,356
emigración;0,564
eminencia;0,816
eminente;0,74
eminentemente;0,694
emir;0,51
emisario;0,562
emisión;0,51
emitir;0,638
emo;0,354
emoción;0,693
emocional;0,779
emotivo;0,917
empático;0,76
empatizarse;0,802
empatía;0,729
emperador;0,651
énfasis;0,653
enfatizar;0,51
enfático;0,615
enfisema;0,156
imperio;0,688
empírico;0,5
empirismo;0,583
emplear;0,729
empleado;0,582
empleador;0,663
empleo;0,75
emporio;0,622
autorizar;0,694
emperatriz;0,716
vacío;0,177
vaciado;0,57
vacío;0,188
emú;0,42
emular;0,438
emulsión;0,562
habilitar;0,76
habilitación;0,6
promulgar;0,68
