palabra;valencia;pals
prisiónes;-2;
priva;-2;
privaba;-2;
privación;-2;
privaciónes;-2;
privada;-2;
privadas;-2;
privado;-2;
privados;-2;
privamos;-2;
privan;-2;
privando;-2;
privar;-2;
privares;-2;
privas;-2;
privé;-2;
privilegia;2;
privilegiaba;2;
privilegiada;2;
privilegiadas;2;
privilegiado;2;
privilegiados;2;
privilegiamos;2;
privilegian;2;
privilegiando;2;
privilegiar;2;
privilegias;2;
privilegié;2;
privilegio;2;
privilegió;2;
privo;-2;
privó;-2;
proactiva;2;
proactivas;2;
proactivo;2;
proactivos;2;
problema;-2;
problemas;-2;
problemases;-2;
problemo;-2;
problemos;-2;
procesa;-2;
procesaba;-2;
procesada;-2;
procesadas;-2;
procesado;-2;
procesados;-2;
procesamos;-2;
procesan;-2;
procesando;-2;
procesar;-2;
procesas;-2;
procesé;-2;
proceso;-2;
procesó;-2;
progresa;2;
progresas;2;
Progreso;2;
progresos;2;
prohibe;-2;
prohibemos;-2;
prohiben;-2;
prohiber;-2;
prohibes;-2;
prohibí;-2;
prohibía;-2;
prohibición;-2;
prohibiciónes;-2;
prohibida;-2;
prohibidas;-2;
prohibido;-2;
prohibidos;-2;
prohibiendo;-2;
prohibió;-2;
prohibir;-2;
prohibo;-2;
promesa;1;
promesas;1;
promesases;1;
promeso;1;
promesos;1;
promete;1;
prometemos;1;
prometen;1;
prometer;1;
prometes;1;
prometí;1;
prometía;1;
prometida;1;
prometidas;1;
prometido;1;
prometidos;1;
prometiendo;1;
prometió;1;
prometir;1;
prometo;1;
prominente;2;
prominentes;2;
promociona;-2;
promocionaba;-2;
promocionada;-2;
promocionadas;-2;
promocionado;-2;
promocionados;-2;
promocionamos;-2;
promocionan;-2;
promocionando;-2;
promocionar;-2;
promocionas;-2;
promocioné;-2;
promociono;-2;
promocionó;-2;
promove;1;
promovemos;1;
promoven;1;
promover;1;
promoveres;1;
promoves;1;
promoví;1;
promovía;1;
promovida;1;
promovidas;1;
promovido;1;
promovidos;1;
promovienda;1;
promoviendas;1;
promoviendo;1;
promoviendos;1;
promovió;1;
promovir;1;
promovo;1;
promueve;1;
promueves;1;
propaganda;-2;
propagandas;-2;
propagando;-2;
propagandos;-2;
próspera;3;
prósperas;3;
próspero;3;
prósperos;3;
protege;1;
protegemos;1;
protegen;1;
proteger;1;
protegeres;1;
proteges;1;
protegí;1;
protegía;1;
protegida;1;
protegidas;1;
protegido;1;
protegidos;1;
protegiendo;1;
protegió;1;
protegir;1;
protego;1;
protesta;-2;
protestaba;-2;
protestada;-2;
protestadas;-2;
protestado;-2;
protestados;-2;
protestamos;-2;
protestan;-2;
protestando;-2;
protestar;-2;
protestares;-2;
protestas;-2;
protestases;-2;
protesté;-2;
protesto;-2;
protestó;-2;
protestos;-2;
provoca;-1;
provocaba;-1;
provocada;-1;
provocadas;-1;
provocado;-1;
provocador;-1;
provocadores;-1;
provocados;-1;
provocamos;-1;
provocan;-1;
provocando;-1;
provocar;-1;
provocares;-1;
provocas;-1;
provocé;-1;
provoco;-1;
provocó;-1;
provocos;-1;
pseudociencia;-3;
pseudociencias;-3;
pseudociencio;-3;
pseudociencios;-3;
puesta;-2;
puestas;-2;
puesto;-2;
puestos;-2;
punitiva;-2;
punitivas;-2;
punitivo;-2;
punitivos;-2;
punto de referencia;2;
punto muerto;-2;
puñalada;-2;
puñaladas;-2;
puñaladases;-2;
puñalado;-2;
puñalados;-2;
pusilánime;-2;
pusilánimes;-2;
puta;-5;
putas;-5;
puto;-5;
putos;-5;
que cae;-1;
queja;-2;
quejaba;-2;
quejada;-2;
quejadas;-2;
quejado;-2;
quejados;-2;
quejamos;-2;
quejan;-2;
quejando;-2;
quejar;-2;
quejares;-2;
quejas;-2;
quejé;-2;
quejo;-2;
quejó;-2;
quere;1;
queremos;1;
queren;1;
querer;1;
quereres;1;
queres;1;
querí;1;
quería;1;
querida;1;
queridas;1;
querido;2;
queridos;1;
queriendo;1;
querió;1;
querir;1;
quero;1;
rabia;-2;
rabias;-2;
rabio;-2;
rabios;-2;
rabiosa;-2;
rabiosas;-2;
rabioso;-2;
rabiosos;-2;
ración;2;
raciónes;2;
racisma;-3;
racismas;-3;
racismo;-3;
racismos;-3;
racista;-3;
racistas;-3;
racistases;-3;
racisto;-3;
racistos;-3;
rante;-3;
rantemos;-3;
ranten;-3;
ranter;-3;
ranteres;-3;
ranters;-3;
ranterses;-3;
rantes;-3;
ranteses;-3;
rantí;-3;
rantía;-3;
rantida;-3;
rantidas;-3;
rantido;-3;
rantidos;-3;
rantiendo;-3;
rantió;-3;
rantir;-3;
ranto;-3;
rápe;2;
rápemos;2;
rápen;2;
ráper;2;
rápes;2;
rápí;2;
rápía;2;
rápida;2;
rápidamente;2;
rápidamentes;2;
rápidas;2;
rápido;2;
rápidos;2;
rápiendo;2;
rápió;2;
rápir;2;
rápo;2;
rapta;2;
raptados;2;
raptadoses;2;
raptas;2;
rapto;2;
raptos;2;
rasga;-2;
rasgaba;-2;
rasgada;-2;
rasgadas;-2;
Rasgado;-2;
rasgados;-2;
rasgamos;-2;
rasgan;-2;
rasgando;-2;
rasgar;-2;
rasgas;-2;
rasgé;-2;
rasgo;-2;
rasgó;-2;
ratifica;2;
ratificaba;2;
ratificada;2;
ratificadas;2;
ratificado;2;
ratificados;2;
ratificamos;2;
ratifican;2;
ratificando;2;
ratificar;2;
ratificas;2;
ratificé;2;
ratifico;2;
ratificó;2;
realce;2;
realces;2;
realiza;2;
realizaba;2;
realizable;1;
realizables;1;
realizada;2;
realizadas;2;
realizado;2;
realizados;2;
realizamos;2;
realizan;2;
realizando;2;
realizar;2;
realizares;2;
realizas;2;
realizé;2;
realizo;2;
realizó;2;
reanima;2;
reanimaba;2;
reanimada;2;
reanimadas;2;
reanimado;2;
reanimados;2;
reanimamos;2;
reaniman;2;
reanimando;2;
reanimar;2;
reanimares;2;
reanimas;2;
reanimé;2;
reanimo;2;
reanimó;2;
rebelión;-2;
rebeliónes;-2;
recela;-2;
recelas;-2;
recelo;-2;
recelos;-2;
recesión;-2;
recesiónes;-2;
rechaza;-1;
rechazaba;-2;
rechazada;-2;
rechazadas;-2;
rechazado;-2;
rechazados;-2;
rechazamos;-2;
rechazan;-2;
rechazanda;-1;
rechazandas;-1;
rechazando;-1;
rechazandos;-1;
rechazar;-1;
rechazares;-1;
rechazas;-1;
rechazé;-2;
rechazo;-1;
rechazó;-2;
rechazos;-1;
recomenda;2;
recomendaba;2;
recomendada;2;
recomendadas;2;
recomendado;2;
recomendados;2;
recomendamos;2;
recomendan;2;
recomendando;2;
recomendar;2;
recomendares;2;
recomendas;2;
recomendé;2;
recomendo;2;
recomendó;2;
recomienda;2;
recomiendas;2;
recomiendo;2;
recomiendos;2;
recompensa;2;
recompensaba;2;
recompensada;2;
recompensadas;2;
recompensado;2;
recompensados;2;
recompensamos;2;
recompensan;2;
recompensando;2;
recompensar;2;
recompensas;2;
recompensases;2;
recompensé;2;
recompenso;2;
recompensó;2;
recompensos;2;
recorta;-2;
recortaba;-2;
recortada;-2;
recortadas;-2;
recortado;-2;
recortados;-2;
recortamos;-2;
recortan;-2;
recortando;-2;
recortar;-2;
recortas;-2;
recorté;-2;
recortes;-1;
recorteses;-1;
recorto;-2;
recortó;-2;
redime;2;
redimemos;2;
redimen;2;
redimer;2;
redimes;2;
redimí;2;
redimía;2;
redimida;2;
redimidas;2;
redimido;2;
redimidos;2;
redimiendo;2;
redimió;2;
redimir;2;
redimo;2;
refugios;-1;
refugioses;-1;
regala;2;
regalas;2;
regalo;2;
regalos;2;
regaña;-2;
regañas;-2;
regaño;-2;
regaños;-2;
regate;-2;
regates;-2;
regocija;3;
regocijaba;3;
regocijada;3;
regocijadas;3;
regocijado;3;
regocijados;3;
regocijamos;3;
regocijan;3;
regocijando;3;
regocijar;3;
regocijas;3;
regocijé;3;
regocijo;3;
regocijó;3;
regocijos;3;
reivindica;2;
reivindicaba;2;
reivindicada;2;
reivindicadas;2;
reivindicado;2;
reivindicados;2;
reivindicamos;2;
reivindican;2;
reivindicanda;2;
reivindicandas;2;
reivindicando;2;
reivindicandos;2;
reivindicar;2;
reivindicas;2;
reivindicé;2;
reivindico;2;
reivindicó;2;
reivindicos;2;
relaja;2;
relajaba;2;
relajada;2;
relajadas;2;
relajado;2;
relajados;2;
relajamos;2;
relajan;2;
relajando;2;
relajar;2;
relajas;2;
relajé;2;
relajo;2;
relajó;2;
relieves;1;
relieveses;1;
remordimienta;-2;
remordimientas;-2;
remordimiento;-2;
remordimientos;-2;
renuncia;-1;
renunciaba;-1;
renunciada;-1;
renunciadas;-1;
renunciado;-1;
renunciados;-1;
renunciamos;-1;
renuncian;-1;
renunciando;-1;
Renunciar;-1;
renunciares;-1;
renuncias;-1;
renuncié;-1;
renuncio;-1;
renunció;-1;
renuncios;-1;
repele;-2;
repelemos;-2;
repelen;-2;
repeler;-2;
repeles;-2;
repelí;-2;
repelía;-2;
repelida;-2;
repelidas;-2;
repelido;-2;
repelidos;-2;
repeliendo;-2;
repelió;-2;
repelir;-2;
repelo;-2;
rescatada;2;
rescatadas;2;
rescatado;2;
rescatados;2;
rescate;-2;
rescates;2;
rescateses;2;
resente;-2;
resentemos;-2;
resenten;-2;
resenter;-2;
resentes;-2;
resentí;-2;
resentía;-2;
resentida;-2;
resentidas;-2;
resentido;-2;
resentidos;-2;
resentiendo;-2;
resentió;-2;
resentir;-2;
resento;-2;
residuos;-1;
residuoses;-1;
resigna;-1;
resignaba;-1;
resignada;-1;
resignadas;-1;
resignado;-1;
resignados;-1;
resignamos;-1;
resignan;-1;
resignando;-1;
resignar;-1;
resignas;-1;
resigné;-1;
resigno;-1;
resignó;-1;
resistente;2;
resistentes;2;
resolve;2;
resolvemos;2;
resolven;2;
resolver;2;
resolveres;2;
resolves;2;
resolví;2;
resolvía;2;
resolvida;2;
resolvidas;2;
resolvido;2;
resolvidos;2;
resolviendo;2;
resolvió;2;
resolvir;2;
resolvo;2;
respalda;2;
Respaldados;1;
respaldadoses;1;
respaldas;2;
respaldo;2;
respaldos;2;
respeta;2;
respetaba;2;
respetada;2;
respetadas;2;
respetado;2;
respetados;2;
respetamos;2;
respetan;2;
respetando;2;
respetar;2;
respetas;2;
respeté;2;
respeto;2;
respetó;2;
responsable;2;
responsables;2;
restaura;1;
restauraba;1;
restauración;1;
restauraciones;1;
restauraciónes;1;
restauracioneses;1;
restaurada;1;
restauradas;1;
restaurado;1;
restaurados;1;
restauramos;1;
restauran;1;
restaurando;1;
restaurar;1;
restaurares;1;
restauras;1;
restauré;1;
restauro;1;
restauró;1;
restos;-2;
restoses;-2;
restricción;-2;
restricciónes;-2;
restringe;-2;
restringemos;-2;
restringen;-2;
restringer;-2;
restringes;-2;
restringí;-2;
restringía;-2;
restringida;-2;
restringidas;-2;
restringido;-2;
restringidos;-2;
restringienda;-2;
restringiendas;-2;
restringiendo;-2;
restringiendos;-2;
restringió;-2;
restringir;-2;
restringires;-2;
restringo;-2;
resuelta;2;
resueltas;2;
resuelto;2;
resueltos;2;
resuelve;2;
resuelves;2;
reta;-1;
retarda;-2;
retardaba;-2;
retardada;-2;
retardadas;-2;
retardado;-2;
retardados;-2;
retardamos;-2;
retardan;-2;
retardando;-2;
retardar;-2;
retardares;-2;
retardas;-2;
retardé;-2;
retardo;-2;
retardó;-2;
retas;-1;
retene;-1;
retenemos;-1;
retenen;-1;
retener;-1;
retenes;-1;
retení;-1;
retenía;-1;
retenida;-1;
retenidas;-1;
retenido;-1;
retenidos;-1;
reteniendo;-1;
retenió;-1;
retenir;-1;
reteno;-1;
retirada;-1;
retiradas;-1;
retirado;-1;
retirados;-1;
reto;-1;
retos;-1;
retozón;2;
retozónes;2;
retrasa;-1;
retrasaba;-1;
retrasada;-1;
retrasadas;-1;
retrasado;-1;
retrasados;-1;
retrasamos;-1;
retrasan;-1;
retrasando;-1;
retrasar;-1;
retrasares;-1;
retrasas;-1;
retrasé;-1;
retraso;-1;
retrasó;-1;
retrasos;-1;
revendedor;-2;
revendedores;-2;
revendedoreses;-2;
reverencia;2;
reverenciaba;2;
reverenciada;2;
reverenciadas;2;
reverenciado;2;
reverenciados;2;
reverenciamos;2;
reverencian;2;
reverenciando;2;
reverenciar;2;
reverencias;2;
reverencié;2;
reverencio;2;
reverenció;2;
revive;2;
revives;2;
reza;1;
rezaba;1;
rezada;1;
rezadas;1;
rezado;1;
rezados;1;
rezaga;-2;
rezagaba;-2;
rezagada;-2;
rezagadas;-2;
rezagado;-2;
rezagados;-2;
rezagamos;-2;
rezagan;-2;
rezagando;-2;
rezagar;-2;
rezagas;-2;
rezagé;-2;
rezago;-2;
rezagó;-2;
rezamos;1;
rezan;1;
rezando;1;
rezar;1;
rezares;1;
rezas;1;
rezé;1;
rezo;1;
rezó;1;
rica;2;
ricas;2;
Rico;2;
ricos;2;
ridícula;-3;
ridículas;-3;
ridiculiza;-2;
ridiculizaba;-2;
ridiculizada;-2;
ridiculizadas;-2;
ridiculizado;-2;
ridiculizados;-2;
ridiculizamos;-2;
ridiculizan;-2;
ridiculizando;-2;
ridiculizar;-2;
ridiculizares;-2;
ridiculizas;-2;
ridiculizé;-2;
ridiculizo;-2;
ridiculizó;-2;
ridiculizos;-2;
ridículo;-3;
ridículos;-3;
riesga;-2;
riesgas;-2;
riesgo;-2;
riesgos;-2;
riesgoses;-2;
rigurosa;3;
rigurosamente;3;
rigurosamentes;3;
rigurosas;3;
riguroso;3;
rigurosos;3;
riqueza;3;
riquezas;3;
riquezo;3;
riquezos;3;
risa;1;
risas;1;
risases;1;
riso;1;
risos;1;
roba;-2;
robaba;-2;
robada;-2;
robadas;-2;
robado;-2;
robados;-2;
robamos;-2;
roban;-2;
robando;-2;
robar;-2;
robares;-2;
robas;-2;
robé;-2;
robing;-2;
robinges;-2;
robo;-2;
robó;-2;
robos;-2;
roboses;-2;
robs;-2;
robses;-2;
robusta;2;
robustas;2;
robusto;2;
robustos;2;
rofl;4;
roflcopte;4;
roflcoptemos;4;
roflcopten;4;
roflcopter;4;
roflcopteres;4;
roflcoptes;4;
roflcoptí;4;
roflcoptía;4;
roflcoptida;4;
roflcoptidas;4;
roflcoptido;4;
roflcoptidos;4;
roflcoptiendo;4;
roflcoptió;4;
roflcoptir;4;
roflcopto;4;
rofles;4;
roflmaa;4;
roflmaas;4;
roflmao;4;
roflmaos;4;
romance;2;
romances;2;
rompió;-1;
rota;-1;
rotas;-1;
rotfl;4;
rotfles;4;
rotflmfaa;4;
rotflmfaas;4;
rotflmfao;4;
rotflmfaos;4;
ROTFLOL;4;
rotfloles;4;
roto;-1;
rotos;-1;
ruda;-3;
rudas;-3;
rudo;-3;
rudos;-3;
ruidosa;-1;
ruidosas;-1;
ruidoso;-1;
ruidosos;-1;
ruina;-2;
ruinas;-2;
ruino;-2;
ruinos;-2;
ruptura;-2;
rupturas;-2;
rupturo;-2;
rupturos;-2;
saborea;2;
saboreaba;2;
saboreada;2;
saboreadas;2;
saboreado;2;
saboreados;2;
saboreamos;2;
saborean;2;
saboreanda;2;
saboreandas;2;
saboreando;2;
saboreandos;2;
saborear;2;
saboreas;2;
saboreé;2;
saboreo;2;
saboreó;2;
sabotaje;-2;
sabotajes;-2;
sabrosa;3;
sabrosas;3;
sabroso;3;
sabrosos;3;
saliente;1;
salientes;1;
saluda;1;
saludaba;1;
saludable;2;
saludables;2;
saludada;1;
saludadas;1;
saludado;1;
saludados;1;
saludamos;1;
saludan;1;
saludando;1;
saludar;1;
saludares;1;
saludas;1;
saludé;1;
saludo;1;
saludó;1;
saludos;2;
saludoses;2;
salva;2;
salvaba;2;
salvada;2;
salvadas;2;
salvado;2;
salvador de la vida;4;
salvados;2;
salvamos;2;
salvan;2;
salvando;2;
salvar;2;
salvares;2;
salvas;2;
salvé;2;
salvo;2;
salvó;2;
sangrienta;-3;
sangrientas;-3;
sangriento;-3;
sangrientos;-3;
sarcástica;-2;
sarcásticas;-2;
sarcástico;-2;
sarcásticos;-2;
satisfecha;3;
satisfechas;3;
satisfecho;3;
satisfechos;3;
se ahoga;-2;
se avecina;-1;
se compromete;1;
se degrada;-2;
se disculpa;-1;
se esconde;-1;
se extiende;1;
se queja;-2;
Se rió;1;
secuestra;-2;
secuestraba;-2;
secuestrada;-2;
secuestradas;-2;
secuestrado;-2;
secuestrados;-2;
secuestramos;-2;
secuestran;-2;
secuestrando;-2;
secuestrar;-2;
secuestras;-2;
secuestré;-2;
secuestro;-2;
secuestró;-2;
secuestros;-2;
secuestroses;-2;
secundaria;1;
secundarias;1;
secundario;1;
secundarios;1;
sedición;-2;
sediciónes;-2;
sediciosa;-2;
sediciosas;-2;
sedicioso;-2;
sediciosos;-2;
seduce;-1;
seducemos;-1;
seducen;-1;
seducer;-1;
seduces;-1;
seducí;-1;
seducía;-1;
seducida;-1;
seducidas;-1;
seducido;-1;
seducidos;-1;
seduciendo;-1;
sedució;-1;
seducir;-1;
seducires;-1;
seduco;-1;
seduzco;-1;
seguidor;1;
seguidores;1;
segura;1;
seguras;1;
seguro;1;
seguro de sí mismo;2;
seguros;1;
sensación;1;
sensaciónes;1;
sensible;2;
sensibles;2;
sente;3;
sentemos;3;
senten;3;
sentencia;-2;
sentencias;-2;
sentencio;-2;
sentencios;-2;
senter;3;
sentes;3;
sentí;3;
sentía;3;
sentida;3;
sentidas;3;
sentido;3;
sentidos;3;
sentiendo;3;
sentió;3;
sentir;3;
sento;3;
separa;-1;
separaba;-1;
separada;-1;
separadas;-1;
separado;-1;
separados;-1;
separamos;-1;
separan;-1;
separando;-1;
separar;-1;
separas;-1;
separé;-1;
separo;-1;
separó;-1;
serena;2;
serenas;2;
sereno;2;
serenos;2;
seria;2;
serias;2;
serio;2;
serios;2;
servicial;2;
serviciales;2;
sexy;3;
sexyes;3;
shamed;-2;
shamedes;-2;
sí;1;
significa;1;
significaba;1;
significada;1;
significadas;1;
significado;1;
significados;1;
significamos;1;
significan;1;
significando;1;
significar;1;
significas;1;
significativa;2;
significativas;2;
significativo;2;
significativos;2;
significé;1;
significo;1;
significó;1;
silenciamienta;-1;
silenciamientas;-1;
silenciamiento;-1;
silenciamientos;-1;
simpatía;2;
simpatías;2;
simpática;2;
simpáticas;2;
simpático;2;
simpáticos;2;
simpatío;2;
simpatíos;2;
simplificada;-2;
simplificadas;-2;
simplificado;-2;
simplificados;-2;
simplificar demasiado;-2;
sin acreditar;-1;
sin amor;-2;
sin ánimo;-2;
sin apoyo;-2;
sin dientes;-2;
sin encanto;-3;
sin esperanza;-2;
sin garantía;-2;
sin igual;2;
sin inteligencia;-2;
sin par;1;
sin peligro;1;
sin sentido;-2;
sin tacha;2;
sin valor;-2;
sincera;2;
sinceramente;2;
sinceramentes;2;
sinceras;2;
sinceridad;2;
sinceridades;2;
sincero;2;
sinceros;2;
singleminded;-2;
singlemindedes;-2;
slickest;2;
slickestes;2;
Smiled;2;
smiledes;2;
snubbing;-2;
snubbinges;-2;
soborna;-3;
sobornas;-3;
soborno;-3;
sobornos;-3;
sobrecarga;-1;
sobrecargaba;-2;
sobrecargada;-2;
sobrecargadas;-2;
sobrecargado;-2;
sobrecargados;-2;
sobrecargamos;-2;
sobrecargan;-2;
sobrecargando;-2;
sobrecargar;-2;
sobrecargares;-2;
sobrecargas;-1;
sobrecargé;-2;
sobrecargo;-1;
sobrecargó;-2;
sobrecargos;-1;
sobrereacciona;-2;
sobrereaccionaba;-2;
sobrereaccionada;-2;
sobrereaccionadas;-2;
sobrereaccionado;-2;
sobrereaccionados;-2;
sobrereaccionamos;-2;
sobrereaccionan;-2;
sobrereaccionando;-2;
sobrereaccionar;-2;
sobrereaccionares;-2;
sobrereaccionas;-2;
sobrereaccioné;-2;
sobrereacciono;-2;
sobrereaccionó;-2;
sobrereaccionos;-2;
sobrerreacción;-2;
sobrerreacciónes;-2;
sobresimplifica;-2;
sobresimplificación;-2;
sobresimplificaciónes;-2;
sobresimplificas;-2;
sobresimplifico;-2;
sobresimplificos;-2;
sobreviviente;2;
sobrevivientes;2;
sobrevivió;2;
socava;-2;
socavaba;-2;
socavada;-2;
socavadas;-2;
socavado;-2;
socavados;-2;
socavamos;-2;
socavan;-2;
socavando;-2;
socavar;-2;
socavares;-2;
socavas;-2;
socavé;-2;
socavo;-2;
socavó;-2;
socavos;-2;
sofistica;2;
sofisticaba;2;
sofisticada;2;
sofisticadas;2;
sofisticado;2;
sofisticados;2;
sofisticamos;2;
sofistican;2;
sofisticando;2;
sofisticar;2;
sofisticas;2;
sofisticé;2;
sofistico;2;
sofisticó;2;
sofoca;-1;
sofocaba;-1;
sofocada;-1;
sofocadas;-1;
sofocado;-1;
sofocados;-1;
sofocamos;-1;
sofocan;-1;
sofocando;-1;
sofocar;-1;
sofocas;-1;
sofocé;-1;
sofoco;-1;
sofocó;-1;
sol;2;
sola;-2;
solas;-2;
sóle;2;
solemne;-1;
solemnes;-1;
sólemos;2;
sólen;2;
sóler;2;
soles;2;
sóles;2;
sólí;2;
sólía;2;
sólida;2;
solidaridad;2;
solidaridades;2;
sólidas;2;
sólido;2;
sólidos;2;
sóliendo;2;
sólió;2;
sólir;2;
solitaria;-2;
solitarias;-2;
solitario;-2;
solitarios;-2;
solo;-2;
sólo;2;
solos;-2;
solta;-1;
soltaba;-1;
soltada;-1;
soltadas;-1;
soltado;-1;
soltados;-1;
soltamos;-1;
soltan;-1;
soltando;-1;
soltar;-1;
soltares;-1;
soltas;-1;
solté;-1;
solto;-1;
soltó;-1;
solución;1;
soluciones;1;
soluciónes;1;
solucioneses;1;
sombría;-2;
sombrías;-2;
sombrío;-2;
sombríos;-2;
sonreír;2;
sonreíres;2;
sonriente;2;
sonrientes;2;
sonrisas;2;
sonrisases;2;
soporta;2;
soportaba;2;
soportada;2;
soportadas;2;
soportado;2;
soportados;2;
soportamos;2;
soportan;2;
soportando;2;
soportar;2;
soportas;2;
soporté;2;
soportes;2;
soporteses;2;
soporto;2;
soportó;2;
sorprende;2;
sorprendemos;-2;
sorprenden;-2;
sorprender;-2;
sorprendes;2;
sorprendí;-2;
sorprendía;-2;
sorprendida;-2;
sorprendidas;-2;
sorprendido;-2;
sorprendidos;-2;
sorprendiendo;-2;
sorprendió;-2;
sorprendir;-2;
sorprendo;-2;
sosega;2;
sosegaba;2;
sosegada;2;
sosegadas;2;
sosegado;2;
sosegados;2;
sosegamos;2;
sosegan;2;
sosegando;2;
sosegar;2;
sosegas;2;
sosegé;2;
sosego;2;
sosegó;2;
sospecha;-1;
sospechaba;-1;
sospechada;-1;
sospechadas;-1;
sospechado;-1;
sospechados;-1;
sospechamos;-1;
sospechan;-1;
sospechanda;-1;
sospechandas;-1;
sospechando;-1;
sospechandos;-1;
sospechar;-1;
sospechares;-1;
sospechas;-1;
sospeché;-1;
sospecho;-1;
sospechó;-1;
sospechos;-1;
sospechosos;-1;
sospechososes;-1;
spamme;-3;
spammemos;-3;
spammen;-3;
spammer;-3;
spammeres;-3;
spammes;-3;
spammí;-3;
spammía;-3;
spammida;-3;
spammidas;-3;
spammido;-3;
spammidos;-3;
spammiendo;-3;
spammió;-3;
spammir;-3;
spammo;-3;
squelched;-1;
squelchedes;-1;
subestima;-1;
subestimaba;-1;
subestimaciones;-1;
subestimacioneses;-1;
subestimada;-1;
subestimadas;-1;
subestimado;-1;
subestimados;-1;
subestimamos;-1;
subestiman;-1;
subestimando;-1;
subestimar;-1;
subestimares;-1;
subestimas;-1;
subestimé;-1;
subestimo;-1;
subestimó;-1;
subsidios;1;
subsidioses;1;
subversiva;-2;
subversivas;-2;
subversivo;-2;
subversivos;-2;
sucia;-2;
sucias;-2;
suciedad;-2;
suciedades;-2;
sucio;-2;
sucios;-2;
suelta;-3;
sueltas;-3;
suelto;-3;
sueltos;-3;
sueña;1;
sueñas;1;
sueño;1;
Sueños;1;
sueñoses;1;
suerte;3;
suertes;3;
suficiente;-2;
suficientes;-2;
sufre;-2;
sufremos;-2;
sufren;-2;
sufrer;-2;
sufres;-2;
sufrí;-2;
sufría;-2;
sufrida;-2;
sufridas;-2;
sufrido;-2;
sufridos;-2;
sufriendo;-2;
sufrimienta;-2;
sufrimientas;-2;
sufrimiento;-2;
sufrimientos;-2;
sufrió;-2;
sufrir;-2;
sufrires;-2;
sufro;-2;
suicida;-2;
suicidas;-2;
suicidia;-2;
suicidias;-2;
suicidio;-2;
suicidios;-2;
suicido;-2;
suicidos;-2;
súpe;3;
súpemos;3;
súpen;3;
súper;3;
superar a;2;
súperes;3;
superior;2;
superiores;2;
súpes;3;
súpí;3;
súpía;3;
súpida;3;
súpidas;3;
súpido;3;
súpidos;3;
súpiendo;3;
súpió;3;
súpir;3;
súpo;3;
suspende;-1;
suspendemos;-1;
suspenden;-1;
suspender;-1;
suspenderes;-1;
suspendes;-1;
suspendí;-1;
suspendía;-1;
suspendida;-1;
suspendidas;-1;
suspendido;-1;
suspendidos;-1;
suspendiendo;-1;
suspendió;-1;
suspendir;-1;
suspendo;-1;
suspicaz;-2;
suspicazes;-2;
suspira;-2;
suspiras;-2;
suspiro;-2;
suspiros;-2;
susta;-2;
sustancial;1;
sustanciales;1;
sustancialmente;1;
sustancialmentes;1;
sustas;-2;
susto;-2;
sustos;-2;
tacaña;-2;
tacañas;-2;
tacaño;-2;
tacaños;-2;
tapas;2;
tapases;2;
tard;-2;
tardes;-2;
tedia;-2;
tedias;-2;
tedio;-2;
tedios;-2;
tela;-1;
telaba;-1;
telada;-1;
teladas;-1;
telado;-1;
telados;-1;
telamos;-1;
telan;-1;
telando;-1;
telar;-1;
telares;-1;
telareses;-1;
telas;-1;
telé;-1;
telo;-1;
teló;-1;
temblante;-2;
temblantes;-2;
temblor;-2;
temblores;-2;
temblorosa;-2;
temblorosas;-2;
tembloroso;-2;
temblorosos;-2;
teme;-2;
tememos;-2;
temen;-2;
temer;-2;
temeraria;2;
temerarias;2;
temerario;2;
temerarios;2;
temerosa;-2;
temerosas;-2;
temeroso;-2;
temerosos;-2;
temes;-2;
temí;-2;
temía;-2;
temible;-2;
temibles;-2;
temida;-2;
temidas;-2;
temido;-2;
temidos;-2;
temienda;-2;
temiendas;-2;
temiendo;-2;
temiendos;-2;
temió;-2;
temir;-2;
temo;-2;
temperamental;-1;
temperamentales;-1;
tensa;-2;
tensas;-2;
tensión;-1;
tensiónes;-1;
tenso;-2;
tensos;-2;
tergiversación;-2;
tergiversaciónes;-2;
terrible;-3;
terriblemente;-3;
terriblementes;-3;
terribles;-3;
terror;-3;
terrores;-3;
tesora;2;
tesoras;2;
tesoro;2;
tesoros;2;
tesoroses;2;
tetas;-2;
tetases;-2;
tiempa;-2;
tiempas;-2;
tiempo;-2;
tiempos;-2;
tíme;-2;
tímemos;-2;
tímen;-2;
tímer;-2;
tímes;-2;
tímí;-2;
tímía;-2;
tímida;-2;
tímidas;-2;
tímido;-2;
tímidos;-2;
tímiendo;-2;
tímió;-2;
tímir;-2;
tímo;-2;
timorata;-2;
timoratas;-2;
timorato;-2;
timoratos;-2;
tipa;2;
tipas;2;
tipo;2;
tipos;2;
tolerante;2;
tolerantes;2;
toma de posesión;-2;
tonta;-3;
tontas;-3;
tonto;-3;
tontos;-2;
tontoses;-2;
torpe;-2;
torpes;-2;
tortura;-4;
torturaba;-4;
torturada;-4;
torturadas;-4;
torturado;-4;
torturados;-4;
torturamos;-4;
torturan;-4;
torturando;-4;
torturar;-4;
torturas;-4;
torturases;-4;
torturé;-4;
torturo;-4;
torturó;-4;
torturos;-4;
totalitaria;-2;
totalitarias;-2;
totalitario;-2;
totalitarios;-2;
totalitarisma;-2;
totalitarismas;-2;
totalitarismo;-2;
totalitarismos;-2;
tragedia;-2;
tragedias;-2;
tragedio;-2;
tragedios;-2;
trágica;-2;
trágicas;-2;
