titulo,estilo,artista,id,estrofa
Derecho por Lo Chueco,rap,Alemn,id_902,"Ey, oye Remik, préndelo bro
No, no, no, no, no, no
Nadie nos va a enseñar nada, homie
Derecho por lo chueco, derechito compa
Bobby Bass, uh, dame el beat bro, fuck
Está sonando el bass-bass con el Bobby"
De Verdad,rap,Alemn,id_907,"Perdí la memoria bro, mi cerebro se quebró
Mi cráneo se fracturó, la venda no facturó
Mi cora no latió, la chora no roló
La mata no me dió, La droga remedió
Un trueno estremeció, de pronto todo cambió
Vuelos, un avión, conciertos o a Japón
Trofeos, ganador, tres puntos a mi favor
Me alumbra mi encendedor, leones, soy domador"
El Manual,pop,Anuel AA,id_908,"La vida me enseñó a desconfiar (Oh-oh)
El karma existe, no vuelvo a fallar (Fallar)
Me puse pa' la vuelta y yo ante' de los 30 (De los 30)
Y tú te aparece' cuando te dejo de buscar (De buscar)
Cara' vemo' y corazone' no sabemo' (No sabemo')
Y nunca valoramo', baby, hasta que no' perdemo'
La vida es sólo una, no la desaprovechemo'
Hicimo' una promesa y me muero si la rompemo' (Uah)"
Pues Que Pues,rap,Alemn,id_909,"Me preguntan ""Alemán, ¿cómo le haces pa' rimar?""
La verdad que no lo sé pero mira carnal
Vengo de un planeta muy lejano, mas allá
Que tu pinche imaginación pueda crear
A mí no me quiera verbear
Mucho menos puede con ninguno de mi gang
Toda mi clica parece del west, original gangsta a los 16"
No Toy Freestyle,rap,Cecilio G.,id_911,"¿Esto qué pollas es? (Eh)
Me dice: ""¿Ontas?""
Le digo: ""No 'toy"" (Ey, eh)
Tu tira' de 3, yo de 23 (Hmm)
Mis putas andan flex (Hmm)
¿O es que no lo ves? Eh"
Heroína Bulerías de el Torta,pop,Los Planetas,id_912,"Yo no sé qué hacer
Y no sé dónde ir
Y tengo que robar para poderla consumir
Me paso el día en los bares
Las calles y las esquinas
Cambié una vida por muerte
Por la maldita heroína"
Sabana,pop,Rawayana,id_916,"Respeto a los locales que siempre nos la cuidan
No a los hijos de puta que la contaminan
Perdón si alguna vez si hemos ofendido
A tus elevaciones o a tus bellos ríos
Contigo despejamos lo que nubla la mente
Contigo no hace falta estar rodeado de gente
Gracias a Venezuela, gracias a ti Canaima
Por haber nacido al lado de esa hermosa vaina"
Rescate,pop,Ozuna,id_919,"Me llama pa' que la rescate
Tiene' do' amigo pa'l escape
El novio e' dizque un magnate
Pero le gusta en el yate que la arrebate
Tiene flow clandestina como Lourdes 
Rompe—"
No Duermo,rap,Marcianos Crew,id_920,"(everyday) de-de-desde marte para todas partes
(everyday) de-de-desde marte para todas partes
(everyday) de-de-desde marte para todas partes
(everyday) de-de-desde marte para todas partes
Desde Marte
(everyday) de-de-desde marte para todas partes
(everyday) de-de-desde marte para todas partes"
El Oso del Dinero,rap,Ozuna,id_924,"Ja
Woh-oh-oh-oh, yeah (Je)
Baby
Woh-oh
Pásame las llaves (Jaja)
Puerto Rico, R.D., Nueva York (El Negrito Ojos Claro')
Los barrio', los caserío'"
El Problema,pop,Anuel AA,id_926,"Una me habla malo, eh (Baby)
Y la otra me dice que me quiere (Quiere), cuando lo hacemos
Tengo que tomar una decisión ya
El problema es que una llama pa' que le llegue (Pa' que le llegue)
Y la otra le cae sin avisarme
Y no puse freno y me envolví porque yo quería
Lo que ella' misma' do' querían, un polvo en la noche y otro de día (Brr)"
Solo Importa Hoy,rap,Toteking,id_927,"+ Esto es justo lo que necesitaba
- Mmhhh
+ El tratamiento regio lo llamaría
- (Ríe)
+ Estaba tan estresada...
- Mmmh, (uh?), mmmh, (uhh?)
+ (Ríen ambos)"
Madre Mia,pop,Sergio Vargas,id_930,"Es la primera vez que te vas de mi, decia mi madre al verme partir...
Es la primera vez que te vas de mi, sus ojos brillaban de tanto sufrir...
Es la primera vez que te vas de mi, que pena tengo...
Es la primera vez que te vas de mi, que pena y que dolor que manera de sufrir...
Es la primera vez que te vas de miiiiiiii"
Memorial,rock,La Maravillosa Orquesta del Alcohol,id_931,"¿De qué estás huyendo?
¿De quién te escondes en los aeropuertos? (los aeropuertos)
¿Ya tienes lo que necesitas?
Cose las heridas a ti misma
Quiérete más cada vez"
Currambera,pop,Carlos Vives,id_932,"Volaste muy alto
Las olas del mar te esperan
Con tus pies descalzo'
Niñita de la pollera
Volaste muy alto
Tu barco ya izó sus velas
Son tus sueño' blanco'
Muchacha barranquillera"
Todo Bien Ahora,pop,JEMR,id_938,"No tienes que irte y dejarme aquí
No tienes que buscar a nadie más
No tienes que cambiar solo por hacerle feliz
No hace falta ni sobra nada en ti
Eres lo que eres y..."
Es de Ley,rap,Cartel de Santa,id_940,"Es de ley, reinando como rey
Tragando como rey, gozando como rey
Es de ley everyday y a veces me hago wey
Me meto un rato al Face
Me activo pa' las seis everyday, everyday"
Son de difuntos,pop,Lila Downs,id_947,"La pelona prendió su tele
Para ver la telenovela
El tlatuani con sus con pinches
A la patria se la alborean
El tlatuani con sus con pinches
A la patria se la alborean"
Tengo Un Amigo,pop,Pedro Infante,id_950,"No me faltan si él va conmigo
Las mujeres, el vino y el juego
Y con él para mi pronto es luego
En la vida yo tengo un amigo
Yo lo odiaba y en él no creía
Pero todos de mí se alejaron
Hoy lo tengo y digo amargado
En la vida yo tengo un amigo"
Vencer el Pasado,pop,Ha*Ash,id_956,"Porque hoy voy a mirar diferente
Me siento más fuerte
Estoy decidida a lograrlo
Tengo hoy el mundo en mis manos
La suerte a un costado
Y hoy ya no pienso soltarlo"
Serenata rap,pop,Sin Bandera,id_958,"Asómate al balcon
Responde niña por favor
Solo vine hasta aquí con tornamesa y un micrófono
Traje aquí a mi banda a cantarte lo que siento
Si tú me quisieras besar yo estaría contento"
Samurai,rap,LIT killah,id_961,"Que se prenda el fuckin' party
Que se prendan todas las mamis
Me saca la lengua como Miley (Yeah)
Si quiero me la llevo como Travis a Kylie
Fresco como sushi (Sushi)
X.O. como Lil Uzi
No consumo droga, tú sí
Dije que no consumo droga (Tú sí)"
Otra Cosa,pop,Daddy Yankee,id_964,"Lo que yo tengo es amor, solo ven pa' aquí ven ven
Ven pa' ca, ven pa' ca
Lo que yo tengo es amor, dirili ven pa' aquí ven, ven
(¡Da-ddy!) Es otra cosa
Lo que yo tengo es amor, solo ven pa' aquí ven ven
Ven pa' ca, ven pa' ca
Lo que yo tengo es amor, dirili ven pa' aquí ven, ven
Es otra cosa"
Ahí Fue Cuando,pop,Los Claxons,id_969,"Identifique y recordé que así es
Cuando este corazon se rompe
Y trate también de recordar
Que hacer para juntar sus partes
Ponerlo de regreso en su lugar
Y ahí fue cuando comencé a llorar"
Tomando El Control,pop,Wisin & Yandel,id_970,"Voy dominando tus sentidos
Siento el ritmo de tus latidos
Voy removiéndote el vestido (Ouh)
Siento tu piel como se eriza
Vas quitándome la camisa
Lento, sin hacerlo deprisa
Voy tomando el control"
Perreo Sólido Mala,rap,Don Omar,id_972,"El booty le activé, pa'l de vece' castigo
Ella se prepara para un perreo sólido
El humo lo inhaló, el suelo lo rompió
Enferma se pone cuando en esto coge la adicción
Provócame, dame calentura, mueve todo de esa figura
Que esta noche está pa' algo a oscura' y si tú me cura' te cura'
"
Soy lo prohibido,pop,Luis Miguel,id_975,"Soy la aventura que llegó
Para ayudarte a continuar
En tu camino
Soy ese beso que se da
Sin que se pueda comentar
Soy ese nombre que jamás
Fuera de aquí pronunciarás"
Nadie Como Tú,rap,Wisin & Yandel,id_977,"Hace tiempo que estaba por decirte (Tú sabe')
Lo que me tiene loco (Oye, bebé)
Cuando me devoras poco a poco (Dedicado a ustedes)
O cuando de tu pelo yo me agarro (Ajá)
Hace tiempo que estaba por decírtelo, oh-oh
Lo que me tiene loco (En un homenaje a todas las chicas)
Cuando me devoras poco a poco (Latinas)
O cuando de tu pelo yo me agarro (PR)"
BICHOTITA,rap,Ele A El Dominio,id_979,"Baby limpia la herramienta, y abre los millares (abrelo’)
Endeca ese perico, y pésalos iguales (ya los pesaste)
Hasta que no termines, de ahí no te pares (estás lenta)
Avanza que estás lenta, y esperando hay pares (dale)
Baby limpia la herramienta, y abre los millares (dale que hay fila)
Endeca ese perico, y pésalos iguales
Hasta que no termines, de ahí no te pares (no te vas a parar)
Avanza que estás lenta, y esperando hay pares (ah)"
Delicada,rap,Morad,id_981,"Y te hablan traficantes y ladrones y modelo'
Pero conmigo acaban con celos
Porque siempre he sido un chico de la calle
Porque tengo lo que sé en el suelo
Y te hablan traficantes y ladrones y modelo'
Y conmigo siempre acaban con celos
Porque yo he sido chico de la calle
Porque tengo lo que sé en el suelo"
Traga Traga,pop,Kali Mutsa,id_984,"Y traga, traga, traga, que los tigres te tragan
Y traga, traga, traga, que los tigres te tragan
Hey traga, traga, traga, que los tigres te tragan
Hey traga, traga, traga, traga, traga, traga, traga
Y corre, y corre, y corre, y corre, pa' que no te borren
Y salta, y salta, y salta, y salta, que si no te comen
Y traga, traga, traga, traga, traga, traga, traga
Y traga, traga, traga, tra-ahhh"
De vez en cuando la vida,pop,Joan Manuel Serrat,id_986,"De vez en cuando la vida
Nos gasta una broma
Y nos despertamos sin saber
Qué pasa, chupando un palo sentados
Sobre una calabaza"
Morir Joven,rap,Natos y Waor,id_987,"Cuando miro al cielo pienso, no rezo
Las cosas no son fáciles, nunca lo fueron
Euros, salud, amor, tiempo
Paz primo, eso es todo lo que quiero
Cuando miro al cielo pienso, no rezo
Las cosas no son fáciles, nunca lo fueron
Euros, salud, amor, tiempo. Paz primo"
Corte Porte y Elegancia,pop,Arcngel,id_995,"Yo no sé qué tienes tú, ¿o seré yo?
Pero el brillo se ve a la distancia
Tocarte es como tocar la luz
Ay, mami, tú brillas
Te sobra corte, porte y elegancia"
Guajiro,rap,Orishas,id_998,"Este mes voy a sembrar, el arroz de todo el rancho
Un poquito de frijoles, pa mojar en fin de año
Un cachito de boniato, y un trocito de cebolla
Ajo para sazonar, el picadillo de Soja
También recogeré, el tomate en mi tractor
Y una poquita de aji cachucha para aumentar el sabor
Arroz con pollo, pa fin de año
Yuca con mojo y cerveza, para todo el vecindario"
Contrabando y robo,pop,Los Tigres Del Norte,id_999,"De reynosa procedentes
Pasaron por el encino
Chequearon sus pasaportes
Y siguieron su camino
Llevaban unos paquetes
Houston era su destino"
Al final me quedo solo,rap,Morad,id_1004,"Al final me quedo solo
Al final me quedo solo
Al final me quedo solo
Al final me quedo solo
Al final me quedo solo
Al final me quedo solo
Al final me quedo solo
Al final me quedo solo"
Bamboleo,pop,Celia Cruz,id_1005,"Bamboleo, bambolea
Es que mi vida yo la prefiero
Vivir sin ti, vivir sin ti
Bamboleo, bambolea
Mi corazón se hizo trizas cuando me
Dejaste con tu sonrisa
Bamboleo, bambolea
Es que mi vida yo la prefiero vivir sin ti"
Quiéreme Mucho,pop,Julio Iglesias,id_1010,"Cuando se quiere de veras
Como te quiero yo a ti
Es imposible mi cielo
Tan separados vivir
Cuando se quiere de veras
Como te quiere yo a ti
Es imposible mi cielo
Tan separado vivir..tan separado vivir"
1.9.9.9,pop,Orishas,id_1011,"A mi tu no me engañas
Yo soy maña de maraña
Me extraña que siendo araña
De la pared tu te caigas
Y asi entro mi voz, locolo, ruso feroz, locolo
Tu vas a ver que esto es poco
Lo que falta es mi tono para volverte loco
Hoy me diploman con el titulo honorario de Don Rima"
El gato viudo,pop,Tatiana,id_1013,"Gato:
Para curar el mar de amores dijeron los doctores que no había salvación
Ahora me dicen gato viudo porque una gata pudo quitarme lo chiqueon
Antes sacaba del mandado, me daba pa' mi helado, mi cine y mi futból
Ahora con lo que me ha pasado me tiene mas enfriado que un hielo de jaibol"
El rengo del gallo giro,pop,Los Tigres Del Norte,id_1015,"Alla por aguas calientes
Un derby se celebraba
Y cuando entro aquel viejito
A los partidos retaba
Queria jugar dos millonmes
A una pelea extraordinaria"
Rubia Sol Morena Luna,pop,Caramelos de Cianuro,id_1017,"Y he aprendido que amar a dos
Es igual a no amar ninguna
Rubia sol, morena luna
Mi tragedia es mi fortuna
Y amar a dos
Es igual a no amar ninguna
Rubia sol, morena luna"
La Moto,pop,Mau y Ricky,id_1019,"Sú-Sú-Súbete a mi moto
No compré boleto', pero me gané la loto
La compré (La moto)
La compré (La moto; brru)
Sú-Sú-Súbete a mi moto
No compré boleto', pеro me gané la loto
Me compré (La moto)
Me—"
Abrázame Muy Fuerte,pop,Marc Anthony,id_1027,"Abrázame que el tiemo pasa y el nunca perdona
Ha hecho estragos en mi gente como en mi persona
Abrázame que el tiempo es malo y muy cruel amigo
Abrázame que el tiempo es oro si tu estas conmigo
Abrázame fuerte, muy fuerte, más fuerte que nunca
Siempre abrázame"
Traje Unos Tangos,rap,YSY A,id_1029,"Benditos nosotros de haber nacido
En esta cuna de delirios y oportunidades
Dueña de una libertad que aprisiona
Pero que… jaja, permite
Ese tenue color que la cubre cuando anochece
Ilumina talento (Yeah) y corazón, no hace falta más nada"
Morenita,pop,Los Bukis,id_1031,"Eras para mi el cariño mas bonito
Que en la vida conocí
Fue su corazón tan grande
Como el mismo sol
El que un día le diera brillo a mi existir"
Virtuosos,rap,Violadores del Verso,id_1034,"Ahh, yo soy Kase.O, son virtuosos
Rap Solo, Doble V
Tenemos a Squir el marrano
Tenemos a Stank el borracho
Tenemos a Craneo, tío
Tenemos a Ramon Entalto, también esta en Zaragoza cabrones
Es el 98, por fin, una vez más, virtuosos
Ahh, ahh, ahh..."
Terapia de Amor Intensiva,rock,Soda Stereo,id_1045,"Si algo está enfermo, está con vida
Y lo que tus labios no puedan besar
Se esfumará
Y no escucharás más palabras lascivas
En la terapia de amor intensiva
(Intensiva)"
La Ventanita,pop,Sergio Vargas,id_1046,"Desde que me dejaste
La ventanita del amor se me cerró
Desde que me dejaste
Las azucenas han perdido su color
Desde que me dejaste
La ventanita del amor se me cerró
Desde que me dejaste
No hago mas nada que extrañarte, corazón"
Te Regalo Amores,pop,RKM & Ken-Y,id_1052,"Te regalo amores
Dentro de tu vientre
Pinta'o de colores
Dame lo que sientes
Pa' que no llores
Tengo amor sincero
Amor del bueno
Para llevarte lejos de los dolores.."
Tolín Infante,pop,Los Tucanes De Tijuana,id_1053,"Un saludo a mi plegada
También a mi campo Pepe
Y gracias compadre Tali
Usted siempre me hizo fuerte
Que retumben los Tucanes
Ahora que si hay billetes
Mi nombre es Hector Infante
El Tolín para mi gente"
En Remolinos SEP7IMO DIA,rock,Soda Stereo,id_1056,"Paraíso, zona pura, perfección
Florecer mirándote a los ojos, perfección
Florecer mirándote a los ojos, perfección
Florecer los dos, florecer
Florecer los dos, florecer
Florecer"
Sorner / Jet Lag,rap,Doble Porcin,id_1058,"Mami, sorner, nada es tan relevante
Todos los que me tiran cantaban conmigo antes
Dale ponte un reggaeton de antes
Pa' que pasemos chimba, ellos se hacen los maleantes
Mami, sorner, nada es tan relevante
Todos los que me tiran cantaban conmigo antes
Dale ponte un reggaeton de antes
Pa' que pasemos chimba, ah-ah"
Cine en Tu Cama,misc,Gepe,id_1059,"Cine en tu cama
Lunes en la mañana
El bonito recuerdo de ayer
Un café en la mano
Tu foto en mi cabeza
Un inmenso alivio que tiene tu boca y más"
Sin fin,pop,Los Claxons,id_1060,"A veces esta vida me arroja unas preguntas que no se contestar
Instantáneamente cuando pasa eso no molesto a mi cabeza
Me pongo a respirar a dejar que el viento lleve todo
Sube el nivel de decibel, es más la intensidad y se cruza la señal
Preferentemente cuando pasa eso desconecto mi cabeza
Me pongo a prender fuego y a ver como arde todo"
Surfer Calavera,pop,Los Fabulosos Cadillacs,id_1061,"Brujos negros (de Mar del Plata)
Velas (en La Popular)
Conjuros para el surfer (misterio)
Perros de la playa llorando la noche
Presagian con el viento de la muerte
(Pata de cabra), la parca en biología"
Tamo Loco,rap,YSY A,id_1065,"La vecina mira desde su ventana porque estamo' loco', yo'
Policía mira desde el patrullero porque estamo' loco' (Estamo' loco), yo'
Todos hablan de que en la mansión hay mucho pero se hace poco
Todos preguntando: ""¿De dónde sacan la plata esto' loco'?"" (Yeah-eh)
La vecina mira desde su ventana porque estamo' loco' (Loco')
Policía mira desde el patrullero porque estamo' loco', yo'
Todos hablan de que en la mansión hay mucho pero se hace poco (Mansión)
Todos preguntando: ""¿De dónde mierda sacan la plata, loco?"""
Busco En Ti,pop,Luis Enrique,id_1067,"Busco en ti ese lugar tan especial
Donde se pueda desvestir
En cuerpo y alma el verbo amar
Donde termine mi ansiedad
Y que el beso de tu boca sea la paz
Que te doy, que me das
Y ante todo lo que busco es encontrar sinceridad"
FreePeke,rap,Beny Jr,id_1069,"Hey, el Free Peke ese es mi hermano
Compartimo' hasta el abogado, bravo
Pero mira qué bravo, con las máscara' te atracamo'
A sigilo, todo a sigilo
Capo de mentira, yo lo borro, ese es mi estilo
El Free Peke ese es mi hermano
Compartimo' hasta el abogado, bravo
Pero mira qué bravo, con las máscara' te atracamo'"
Coming Out Strong Spanish Version,rap,Darkiel,id_1072,"Como un bori que no canta pero se cree artista (yeh, yeh)
Uno de la isla tuvo que partir la pista (yeh, yeh)
Pana mío son mías to’a mis cadenas (mía)
Dicen que estoy enchuletea’o por to’a mis nenas
Que Dios los guarde, Dios los guarde
Recuerdo cuando llegaba a la uni' tarde
Ahora to’ los días me levanto tarde
Chilling como el tema de Don y Tego Calde’ (así mismo)"
Déjame Conocerte,rap,C-Kan,id_1079,"Déjame ser otro corazón latiendo, entiendo
Que no será fácil, pero también lo sé
Que si tú quieres los dos podemos ser
Uno solo, para todo el camino que hay por recorrer
Déjame ver el Sol cuando amanece
La Luna cuando cae y las estrellas se aparecen
Parece que aún sin verte mi amor es tan fuerte
Yo soy de ti, déjame conocerte"
