Título,Reseña,Género,id
Fate/stay night: Heaven's Feel III. Spring Song,"Mientras Sakura se hunde en la oscuridad de los pecados que ha cometido, la promesa de Shirou de protegerla a toda costa lo lleva a una feroz batalla para poner fin a la Guerra del Santo Grial. ¿Logrará el deseo de Shirou alcanzar a Sakura incluso cuando desafía al destino mismo en una lucha desesperada contra la marea creciente?",Animación,id_227
3 Ninjas Knuckle Up,"Rocky, Colt y TumTum deben luchar contra un malvado magnate que vierte residuos tóxicos para salvar a una tribu indígena local y a su amigo Joe. Los tres ninjas deben ayudar a encontrar al padre de Joe y un disco secreto que contiene pruebas que podrían detener el vertedero tóxico que está destruyendo la comunidad indígena. Sin embargo, el pueblo pertenece al rico, quien controla a la policía e incluso al alcalde. Deberán enfrentarse a una banda de motociclistas y a vaqueros renegados en esta trepidante aventura ninja.",Familia,id_228
Nameless Gangster,Un funcionario de aduanas corrupto se alía con un gánster despiadado para formar la alianza criminal más poderosa de Busan.,Delito,id_229
"Honey, I Blew Up the Kid","Wayne Szalinski vuelve a las andadas. Pero en lugar de encoger cosas, intenta crear una máquina que las haga crecer. Al igual que en la primera película, su máquina no es del todo precisa. Pero cuando lleva a Nick y a su pequeño hijo Adam a ver su invento, la máquina empieza a funcionar inesperadamente. Y cuando Adam se acerca a la máquina, recibe una descarga eléctrica junto con su conejito de peluche.",Aventura,id_230
The Assistant,"Una mirada cruda a un día en la vida de la asistente de un poderoso ejecutivo. Mientras Jane sigue su rutina diaria, se vuelve cada vez más consciente del insidioso abuso que amenaza todos los aspectos de su puesto.",Drama,id_231
Orca,"Tras presenciar cómo el capitán Nolan asesinaba a su pareja y a sus crías, una orca vengativa siembra el caos en el puerto pesquero de Terranova. Presionados por los aldeanos, Nolan, Rachel y Umilak zarpan en busca de la enorme bestia, que los recibirá en su propio territorio.",Aventura,id_232
Cube,"Un grupo de desconocidos se encuentra atrapado en una prisión laberíntica. Pronto queda claro que cada uno de ellos posee las habilidades especiales necesarias para escapar, si no acaban muertos antes.",Suspenso,id_233
The Boss: Anatomy of a Crime,"Esta historia increíblemente perturbadora narra la explotación de Hermógenes, un aprendiz de carnicero, y su juicio tras asesinar a su jefe a plena luz del día. Hermógenes, un jornalero del norte de Argentina, se traslada a Buenos Aires en busca de una vida mejor para él y su joven esposa, pero pronto se encuentra a merced de un jefe corrupto. La película se basa en una exhaustiva investigación de un hecho real ocurrido en Buenos Aires hace 10 años. Casi todas las escenas están inspiradas en hechos reales o se basan en prácticas cotidianas bien documentadas del sector cárnico y su entorno. El Patrón, una impactante denuncia de las prácticas inescrupulosas de la industria cárnica y una conmovedora historia personal, se convirtió en una de las películas argentinas más exitosas de 2014.",Drama,id_234
The Final Countdown,"Durante unas maniobras rutinarias cerca de Hawái en 1980, el portaaviones USS Nimitz se vio atrapado en una extraña tormenta con forma de vórtice, que lo transportó en el tiempo hasta 1941, apenas unas horas antes del ataque japonés a Pearl Harbor.",Guerra,id_235
Little Women,Cuatro hermanas alcanzan la mayoría de edad en Estados Unidos tras la Guerra Civil.,Drama,id_236
Color Out of Space,"La familia Gardner se muda a una remota granja en la zona rural de Nueva Inglaterra para escapar del ajetreo del siglo XXI. Mientras se adaptan a su nueva vida, un meteorito se estrella en su jardín, se funde con la tierra e infecta tanto el terreno como las propiedades del espacio-tiempo con un extraño color de otro mundo. Para su horror, la familia descubre que esta fuerza alienígena está mutando gradualmente a toda forma de vida que toca, incluyéndolos a ellos.",Misterio,id_237
Hunter x Hunter: The Last Mission,"Isaac Netero es el presidente de la Asociación de Cazadores. Décadas atrás, selló a Jed, un Cazador que dominaba el uso del On, la ""sombra"" oscura del Nen. Ahora, usuarios del On han reaparecido en el torneo ""Batalla Olímpica"" de la Arena Celestial. Para Netero, esta es su última misión: proteger a la Asociación y al mundo de una amenaza impulsada por el odio y la sed de venganza. Y necesitará toda la ayuda posible para lograrlo.",Aventura,id_238
Sleepless,"Vincent Downs, policía encubierto de Las Vegas con numerosos enemigos, se ve envuelto en una peligrosa red de policías corruptos y casinos clandestinos controlados por la mafia. Tras un atraco fallido, una banda de gánsteres homicidas secuestra a T, el hijo adolescente de Downs. En una noche de insomnio, deberá rescatar a su hijo, evadir una investigación interna y llevar a los secuestradores ante la justicia.",Acción,id_239
WarGames,"David Lightman, un estudiante de secundaria, tiene talento para la piratería informática. Pero al intentar hackear un sistema informático para jugar a videojuegos inéditos, accede sin querer al ordenador de guerra del Departamento de Defensa e inicia una confrontación de proporciones globales. Junto a su novia y un genio informático, David deberá correr contrarreloj para burlar a su adversario y evitar un apocalipsis nuclear.",Acción,id_240
Open Water 2: Adrift,Un crucero de fin de semana en un lujoso yate de fiesta se convierte en una pesadilla para un grupo de viejos amigos del instituto cuando quedan atrapados en el agua a muchos kilómetros de la costa y un feliz reencuentro se transforma en una lucha por la supervivencia.,Drama,id_241
Lassie,"Una nueva versión de la leyenda de Lassie está protagonizada por Thomas Guiry, quien interpreta a un problemático joven de ciudad cuya familia se muda al campo. Allí, entabla amistad con la famosa perra collie y cambia para mejor. El conflicto surge cuando un despiadado ganadero de ovejas causa problemas a todos.",Familia,id_242
Guns of the Magnificent Seven,"En esta tercera adaptación de la influyente película Los siete samuráis del legendario director japonés Akira Kurosawa, los siete pistoleros (George Kennedy, Michael Ansara, Joe Don Baker, Bernie Casey, Monte Markham, Fernando Rey y Reni Santoni) liberan a prisioneros políticos mexicanos, los entrenan como combatientes y los ayudan en un ataque desesperado contra una fortaleza mexicana en un intento por liberar a un líder revolucionario.",Occidental,id_243
The Bélier Family,"Toda la familia Bélier es sorda, excepto Paula, de dieciséis años, quien es la intérprete clave en el día a día de sus padres, sobre todo en lo que respecta a la granja familiar. Cuando su profesora de música descubre que tiene una voz prodigiosa y se le presenta la oportunidad de participar en un importante concurso de Radio Francia, el futuro de toda la familia da un giro radical.",Comedia,id_244
Possessed,"Trini es la bailarina de flamenco más famosa del mundo y tiene una vida envidiable. Todos admiran su baile, pero cuando un accidente doméstico aparentemente inofensivo le quita la vida a su esposo, una profunda depresión se apodera de Trini, obligándola a abandonar los escenarios. El comportamiento de Damien, su hijo de 8 años, se vuelve incontrolable, lo que obliga a Trini a consultar a un médico tras otro en busca de alivio. Al no encontrar respuestas, solo queda una posible explicación: ¡Damien está poseído por un espíritu maligno! Trini emprende una búsqueda desesperada para reconstruir su familia destrozada. Esta búsqueda la lleva finalmente a un sacerdote excomulgado llamado Padre Lenin, cuya propia crisis espiritual podría no ser un buen presagio para lo que le espera. Sin otro lugar a donde acudir y agotadas todas las esperanzas de salvar a su familia, Trini debe depositar su fe en un hombre cuya fe es... ¡cuestionable!",Animación,id_245
The Crew,"Uno de los miembros de una banda de ladrones comete un grave error que los obliga a trabajar para una despiadada banda de narcotraficantes, poniendo en peligro el futuro del equipo, sus vidas y las de sus familias.",Drama,id_246
Final Analysis,"Un psiquiatra se involucra sentimentalmente con la hermana de uno de sus pacientes, pero la influencia de su controlador marido gánster amenaza con destruirlos a ambos.",Drama,id_247
King of Kings,"¿Quién es Jesús y por qué influye en todos los que lo conocen? Es respetado y vilipendiado, imitado y acusado, amado, traicionado y, finalmente, crucificado. Sin embargo, ese terrible destino no sería el final de la historia.",Drama,id_248
Escape From Alcatraz,"Bahía de San Francisco, 18 de enero de 1960. Frank Lee Morris es trasladado a Alcatraz, una prisión de máxima seguridad ubicada en una isla rocosa. Aunque nadie ha logrado escapar de allí, Frank y otros reclusos comienzan a preparar meticulosamente un plan de fuga.",Drama,id_249
Ugetsu,"En el Japón del siglo XVI, los campesinos Genjuro y Tobei venden sus vasijas de barro a un grupo de soldados de una aldea cercana, desafiando la advertencia de un sabio local sobre los peligros de lucrarse con la guerra. La búsqueda de riquezas y de la misteriosa Dama Wakasa por parte de Genjuro, así como el deseo de Tobei de convertirse en samurái, ponen en riesgo su propia vida y la de sus esposas, Miyagi y Ohama.",Fantasía,id_250
The Last Dragonslayer,"En un mundo de fantasía donde la magia está siendo reemplazada por la tecnología, una adolescente huérfana descubre su destino: convertirse en una cazadora de dragones.",Aventura,id_251
Angelique,"En la Francia del siglo XVII, la bella campesina Angélique se casa por conveniencia con su adinerado vecino Jeoffray de Peyrac, pero con el tiempo se enamora de él. Así que, cuando Jeoffray es arrestado y desaparece, ella emprende valientemente su búsqueda. Este es el primero de muchos dramas basados ​​en las novelas de Anne y Serge Golon sobre la decidida Angélique y sus aventuras durante el reinado de Luis XIV, el Rey Sol.",Aventura,id_252
Batman Beyond: Return of the Joker,"El Joker ha vuelto con sed de venganza, y el nuevo Caballero Oscuro de Gotham, Terry McGinnis, necesita respuestas mientras se enfrenta solo al Príncipe Payaso del Crimen más infame de Gotham.",Animación,id_253
Digimon Adventure,"Dos niños reciben un huevo extraño del que nace su primer Digimon, lo que da pie a una noche que cambiaría sus vidas para siempre.",Animación,id_254
Infamous,"Dos jóvenes enamorados se dedican a robar por todo el sur del país, publicando sus hazañas en las redes sociales y, como resultado, ganando fama y seguidores.",Delito,id_255
Baywatch,"El dedicado socorrista Mitch Buchannon choca con un nuevo recluta impetuoso. Juntos, descubren una trama criminal local que amenaza el futuro de la bahía.",Comedia,id_256
Jumanji,"Cuando los hermanos Judy y Peter descubren un juego de mesa encantado que abre la puerta a un mundo mágico, invitan sin querer a Alan —un adulto que lleva 26 años atrapado en el juego— a su sala de estar. La única esperanza de Alan para ser libre es terminar el juego, lo cual resulta arriesgado, ya que los tres se ven obligados a huir de rinocerontes gigantes, monos malvados y otras criaturas aterradoras.",Aventura,id_257
Mermaid Down,"Una sirena es arrancada del Pacífico, le cortan la cola y la internan en un manicomio donde nadie cree que sea una sirena.",Horror,id_258
